valid_time,t2m,latitude,longitude,tp
2020-01-01 00:00:00,28.243674,34.900000000001064,10.799999999999985,0.0
2020-01-01 01:00:00,28.215353,34.900000000001064,10.799999999999985,0.0
2020-01-01 02:00:00,28.201242,34.900000000001064,10.799999999999985,0.0
2020-01-01 03:00:00,28.185904,34.900000000001064,10.799999999999985,0.0
2020-01-01 04:00:00,28.18573,34.900000000001064,10.799999999999985,0.0
2020-01-01 05:00:00,28.182085999999998,34.900000000001064,10.799999999999985,0.0
2020-01-01 06:00:00,28.162262,34.900000000001064,10.799999999999985,0.0
2020-01-01 07:00:00,28.173242,34.900000000001064,10.799999999999985,0.0
2020-01-01 08:00:00,28.250034,34.900000000001064,10.799999999999985,0.0
2020-01-01 09:00:00,28.373285,34.900000000001064,10.799999999999985,0.0
2020-01-01 10:00:00,28.516803,34.900000000001064,10.799999999999985,0.0
2020-01-01 11:00:00,28.60295,34.900000000001064,10.799999999999985,0.0
2020-01-01 12:00:00,28.661743,34.900000000001064,10.799999999999985,0.0
2020-01-01 13:00:00,28.685503999999998,34.900000000001064,10.799999999999985,0.0
2020-01-01 14:00:00,28.685046,34.900000000001064,10.799999999999985,0.0
2020-01-01 15:00:00,28.654266,34.900000000001064,10.799999999999985,0.64477324
2020-01-01 16:00:00,28.610122999999998,34.900000000001064,10.799999999999985,0.0
2020-01-01 17:00:00,28.54624,34.900000000001064,10.799999999999985,0.0
2020-01-01 18:00:00,28.485480000000003,34.900000000001064,10.799999999999985,0.0043511682
2020-01-01 19:00:00,28.453583,34.900000000001064,10.799999999999985,0.0
2020-01-01 20:00:00,28.422156,34.900000000001064,10.799999999999985,0.0085234205
2020-01-01 21:00:00,28.379192999999997,34.900000000001064,10.799999999999985,2.9831426e-05
2020-01-01 22:00:00,28.345587000000002,34.900000000001064,10.799999999999985,0.0
2020-01-01 23:00:00,28.317493000000002,34.900000000001064,10.799999999999985,0.008553252
2020-01-02 00:00:00,28.298093,34.900000000001064,10.799999999999985,-5.9590093000000005e-05
2020-01-02 01:00:00,28.276166,34.900000000001064,10.799999999999985,0.0
2020-01-02 02:00:00,28.26054,34.900000000001064,10.799999999999985,0.0
2020-01-02 03:00:00,28.242862000000002,34.900000000001064,10.799999999999985,0.0
2020-01-02 04:00:00,28.23301,34.900000000001064,10.799999999999985,0.0
2020-01-02 05:00:00,28.216879999999996,34.900000000001064,10.799999999999985,0.0
2020-01-02 06:00:00,28.211876999999998,34.900000000001064,10.799999999999985,0.0
2020-01-02 07:00:00,28.232416,34.900000000001064,10.799999999999985,0.017613172
2020-01-02 08:00:00,28.320575,34.900000000001064,10.799999999999985,0.0
2020-01-02 09:00:00,28.470306,34.900000000001064,10.799999999999985,0.0
2020-01-02 10:00:00,28.61208,34.900000000001064,10.799999999999985,0.0
2020-01-02 11:00:00,28.727157999999996,34.900000000001064,10.799999999999985,0.0
2020-01-02 12:00:00,28.802210000000002,34.900000000001064,10.799999999999985,0.0
2020-01-02 13:00:00,28.85088,34.900000000001064,10.799999999999985,0.0
2020-01-02 14:00:00,28.874243,34.900000000001064,10.799999999999985,0.0
2020-01-02 15:00:00,28.859064,34.900000000001064,10.799999999999985,0.0
2020-01-02 16:00:00,28.768903,34.900000000001064,10.799999999999985,0.0
2020-01-02 17:00:00,28.613986,34.900000000001064,10.799999999999985,-0.00014901161
2020-01-02 18:00:00,28.456502999999998,34.900000000001064,10.799999999999985,0.0
2020-01-02 19:00:00,28.410800000000002,34.900000000001064,10.799999999999985,0.0
2020-01-02 20:00:00,28.351434,34.900000000001064,10.799999999999985,0.0
2020-01-02 21:00:00,28.251877,34.900000000001064,10.799999999999985,0.0
2020-01-02 22:00:00,28.15699,34.900000000001064,10.799999999999985,0.0
2020-01-02 23:00:00,28.124212999999997,34.900000000001064,10.799999999999985,0.0
2020-01-03 00:00:00,28.095623999999997,34.900000000001064,10.799999999999985,0.0
2020-01-03 01:00:00,28.072246999999997,34.900000000001064,10.799999999999985,0.0
2020-01-03 02:00:00,28.053674,34.900000000001064,10.799999999999985,0.0
