valid_time,t2m,latitude,longitude,tp,hour,day,dayofweek,month,year,is_weekend,t2m_lag_1,t2m_lag_24,tp_lag_1,tp_lag_24,t2m_rollmean_3,t2m_rollmean_24
2022-10-22 23:00:00,29.549365,34.900000000001064,10.799999999999985,0.0,23,22,5,10,2022,1,29.573563,29.511722,0.0,0.0,29.574946,29.690722500000003
2022-10-23 00:00:00,29.530048,34.900000000001064,10.799999999999985,0.0,0,23,6,10,2022,1,29.549365,29.495474,0.0,0.0,29.550991999999997,29.69216308333333
2022-10-23 01:00:00,29.514404000000003,34.900000000001064,10.799999999999985,0.0,1,23,6,10,2022,1,29.530048,29.47971,0.0,0.0,29.531272333333334,29.693608666666666
2022-10-23 02:00:00,29.499518,34.900000000001064,10.799999999999985,0.0,2,23,6,10,2022,1,29.514404000000003,29.459125,0.0,0.0,29.514656666666667,29.695291708333333
2022-10-23 03:00:00,29.482114000000003,34.900000000001064,10.799999999999985,0.0,3,23,6,10,2022,1,29.499518,29.437146,0.0,0.0,29.498678666666667,29.697165374999997
2022-10-23 04:00:00,29.468490000000003,34.900000000001064,10.799999999999985,0.0,4,23,6,10,2022,1,29.482114000000003,29.42055,0.0,0.0,29.483374,29.699162875000003
2022-10-23 05:00:00,29.453162,34.900000000001064,10.799999999999985,0.0,5,23,6,10,2022,1,29.468490000000003,29.408014,0.0,0.0,29.467922,29.701044041666663
2022-10-23 06:00:00,29.441483,34.900000000001064,10.799999999999985,0.0,6,23,6,10,2022,1,29.453162,29.409814,0.0,0.0,29.454378333333334,29.702363583333334
2022-10-23 07:00:00,29.542795,34.900000000001064,10.799999999999985,0.0,7,23,6,10,2022,1,29.441483,29.53752,0.0,0.0,29.47914666666667,29.702583375
2022-10-23 08:00:00,29.711688,34.900000000001064,10.799999999999985,0.0,8,23,6,10,2022,1,29.542795,29.696893,0.0,0.0,29.565322,29.70319983333333
2022-10-23 09:00:00,29.869278,34.900000000001064,10.799999999999985,0.0,9,23,6,10,2022,1,29.711688,29.813422000000003,0.0,0.0,29.707920333333334,29.705527166666666
2022-10-23 10:00:00,29.997836,34.900000000001064,10.799999999999985,0.0,10,23,6,10,2022,1,29.869278,29.9027,0.0,0.0,29.859600666666665,29.709491166666666
2022-10-23 11:00:00,30.097192,34.900000000001064,10.799999999999985,0.0,11,23,6,10,2022,1,29.997836,29.972208,0.0,0.0,29.988102,29.714698833333333
2022-10-23 12:00:00,30.156330000000004,34.900000000001064,10.799999999999985,0.0,12,23,6,10,2022,1,30.097192,30.01697,0.0,0.0,30.083786,29.7205055
2022-10-23 13:00:00,30.179874,34.900000000001064,10.799999999999985,0.0,13,23,6,10,2022,1,30.156330000000004,30.043372,0.0,0.0,30.14446533333334,29.72619308333333
2022-10-23 14:00:00,30.17329,34.900000000001064,10.799999999999985,0.0,14,23,6,10,2022,1,30.179874,30.037027,0.0,0.0,30.169831333333335,29.731870708333336
2022-10-23 15:00:00,30.123193,34.900000000001064,10.799999999999985,0.0,15,23,6,10,2022,1,30.17329,29.99643,0.0,0.0,30.15878566666667,29.737152500000004
2022-10-23 16:00:00,30.000073,34.900000000001064,10.799999999999985,0.0,16,23,6,10,2022,1,30.123193,29.913354,0.0,0.0,30.098852000000004,29.740765791666664
2022-10-23 17:00:00,29.84181,34.900000000001064,10.799999999999985,0.0,17,23,6,10,2022,1,30.000073,29.791876,0.0,0.0,29.988358666666667,29.742846375
2022-10-23 18:00:00,29.752676,34.900000000001064,10.799999999999985,0.0042617322,18,23,6,10,2022,1,29.84181,29.715704,0.0,0.0,29.864853,29.744386875000004
2022-10-23 19:00:00,29.725516,34.900000000001064,10.799999999999985,0.0,19,23,6,10,2022,1,29.752676,29.670923,0.0042617322,0.0,29.773334000000002,29.746661583333335
2022-10-23 20:00:00,29.67621,34.900000000001064,10.799999999999985,0.0,20,23,6,10,2022,1,29.725516,29.63427,0.0,0.0,29.718134000000003,29.748409083333332
2022-10-23 21:00:00,29.639014,34.900000000001064,10.799999999999985,0.0,21,23,6,10,2022,1,29.67621,29.60191,0.0,0.0,29.680246666666665,29.749955083333333
2022-10-23 22:00:00,29.608716,34.900000000001064,10.799999999999985,0.0,22,23,6,10,2022,1,29.639014,29.573563,0.0,0.0,29.641313333333333,29.751419791666667
2022-10-23 23:00:00,29.581073,34.900000000001064,10.799999999999985,0.0,23,23,6,10,2022,1,29.608716,29.549365,0.0,0.0,29.609600999999998,29.752740958333334
2022-10-24 00:00:00,29.553357,34.900000000001064,10.799999999999985,0.0,0,24,0,10,2022,0,29.581073,29.530048,0.0,0.0,29.581048666666664,29.75371216666667
2022-10-24 01:00:00,29.521228,34.900000000001064,10.799999999999985,0.0,1,24,0,10,2022,0,29.553357,29.514404000000003,0.0,0.0,29.551885999999996,29.7539965
2022-10-24 02:00:00,29.48523,34.900000000001064,10.799999999999985,0.0,2,24,0,10,2022,0,29.521228,29.499518,0.0,0.0,29.519938333333332,29.753401166666663
2022-10-24 03:00:00,29.449475,34.900000000001064,10.799999999999985,0.0,3,24,0,10,2022,0,29.48523,29.482114000000003,0.0,0.0,29.485311,29.752041208333335
2022-10-24 04:00:00,29.411383,34.900000000001064,10.799999999999985,0.0,4,24,0,10,2022,0,29.449475,29.468490000000003,0.0,0.0,29.448696,29.749661749999998
2022-10-24 05:00:00,29.371686,34.900000000001064,10.799999999999985,0.0,5,24,0,10,2022,0,29.411383,29.453162,0.0,0.0,29.410848,29.74626691666667
2022-10-24 06:00:00,29.3424,34.900000000001064,10.799999999999985,0.0,6,24,0,10,2022,0,29.371686,29.441483,0.0,0.0,29.375156333333337,29.742138458333333
2022-10-24 07:00:00,29.425757,34.900000000001064,10.799999999999985,0.0,7,24,0,10,2022,0,29.3424,29.542795,0.0,0.0,29.379947666666666,29.737261875
2022-10-24 08:00:00,29.629138,34.900000000001064,10.799999999999985,0.0,8,24,0,10,2022,0,29.425757,29.711688,0.0,0.0,29.465765000000005,29.73382229166667
2022-10-24 09:00:00,29.830823,34.900000000001064,10.799999999999985,0.0,9,24,0,10,2022,0,29.629138,29.869278,0.0,0.0,29.628572666666667,29.73222
2022-10-24 10:00:00,29.998752000000003,34.900000000001064,10.799999999999985,0.0,10,24,0,10,2022,0,29.830823,29.997836,0.0,0.0,29.819571,29.732258166666668
2022-10-24 11:00:00,30.119077,34.900000000001064,10.799999999999985,0.0,11,24,0,10,2022,0,29.998752000000003,30.097192,0.0,0.0,29.982884000000002,29.733170041666668
