valid_time,t2m_forecast
2025-07-03 06:00:00,29.2952342877031
2025-07-03 07:00:00,29.236510536491995
2025-07-03 08:00:00,29.178647005235614
2025-07-03 09:00:00,29.141885409993773
2025-07-03 10:00:00,29.157214510957484
2025-07-03 11:00:00,29.241481834703567
2025-07-03 12:00:00,29.37467597311354
2025-07-03 13:00:00,29.51938865232772
2025-07-03 14:00:00,29.650382639646114
2025-07-03 15:00:00,29.757939591979746
2025-07-03 16:00:00,29.838703161140327
2025-07-03 17:00:00,29.89039041092694
2025-07-03 18:00:00,29.911544742580297
2025-07-03 19:00:00,29.902821683759456
2025-07-03 20:00:00,29.867610650122526
2025-07-03 21:00:00,29.811689599849466
2025-07-03 22:00:00,29.74230962361443
2025-07-03 23:00:00,29.66706098652691
2025-07-04 00:00:00,29.59271797894776
2025-07-04 01:00:00,29.524241303526047
2025-07-04 02:00:00,29.464143855099742
2025-07-04 03:00:00,29.412362758902255
2025-07-04 04:00:00,29.366624277078156
2025-07-04 05:00:00,29.323173738149347
2025-07-04 06:00:00,29.27777815667266
2025-07-04 07:00:00,29.22718853730202
2025-07-04 08:00:00,29.171744636646512
2025-07-04 09:00:00,29.12000126530898
2025-07-04 10:00:00,29.093582219866637
2025-07-04 11:00:00,29.121373681741897
2025-07-04 12:00:00,29.213548555299226
2025-07-04 13:00:00,29.346254366355364
2025-07-04 14:00:00,29.484813585311358
2025-07-04 15:00:00,29.60774097294599
2025-07-04 16:00:00,29.706782120319012
2025-07-04 17:00:00,29.778872697602512
2025-07-04 18:00:00,29.822180138219956
2025-07-04 19:00:00,29.836048215903762
2025-07-04 20:00:00,29.82191024246264
2025-07-04 21:00:00,29.783611359177712
2025-07-04 22:00:00,29.726994261951567
2025-07-04 23:00:00,29.659049576916043
2025-07-05 00:00:00,29.586871557133083
2025-07-05 01:00:00,29.51659771129972
2025-07-05 02:00:00,29.452519824409368
2025-07-05 03:00:00,29.396570480491345
2025-07-05 04:00:00,29.348289296532514
2025-07-05 05:00:00,29.30523347141618
2025-07-05 06:00:00,29.263703174432877
2025-07-05 07:00:00,29.21974276772094
2025-07-05 08:00:00,29.17069031995863
2025-07-05 09:00:00,29.118007320164864
2025-07-05 10:00:00,29.07201896936095
2025-07-05 11:00:00,29.055623558929803
2025-07-05 12:00:00,29.09512509677786
2025-07-05 13:00:00,29.19422911891747
2025-07-05 14:00:00,29.32620045955205
2025-07-05 15:00:00,29.459150317850355
2025-07-05 16:00:00,29.57479506099278
2025-07-05 17:00:00,29.666144295717004
2025-07-05 18:00:00,29.730491496190908
2025-07-05 19:00:00,29.766440726161484
2025-07-05 20:00:00,29.77397708198035
2025-07-05 21:00:00,29.755123733914616
2025-07-05 22:00:00,29.714067908549552
2025-07-05 23:00:00,29.65670551246983
